Clause,mainVerb,mainReferent,Gold
"He was a jovial man with an easy laugh, and even uglier",was,He,STATIVE
than Tasha had suggested.,suggested,Tasha,DYNAMIC
I liked him immediately.,liked,I,STATIVE
"""Seor Malaquez?""",,,CANNOT_DECIDE
"""Please.",,,CANNOT_DECIDE
Call me Emil.,Call,,CANNOT_DECIDE
You must be Bernardo.,be,You,STATIVE
"Tasha's told me much about you.""",told,Tasha,DYNAMIC
"""All of it outrageous praise?""",outrageous,All,CANNOT_DECIDE
"""All of it.""",,,CANNOT_DECIDE
"""Ah, she is wonderfully perceptive.""",is,she,STATIVE
"He raised an eyebrow, then guffawed.",raised,He,DYNAMIC
"""Has she said as much about me?""",said,she,CANNOT_DECIDE
"""She thinks",thinks,She,STATIVE
you are a genius.,are,you,STATIVE
"Do come in.""",come,,CANNOT_DECIDE
"""Thank you.""",Thank,,CANNOT_DECIDE
"Stepping into the living room,",Stepping,he,DYNAMIC
"he said, ""A beautiful house.""",said,he,DYNAMIC
"""I'm glad",'m,I,STATIVE
"you came after dark.""",came,you,DYNAMIC
"Tasha, by accident or design, had found an innocently erotic posture on thecouch,",found,Tasha,DYNAMIC
where she lay with a book of M'duvian,lay,she,STATIVE
prints.,,,CANNOT_DECIDE
"""Emil!""",,,CANNOT_DECIDE
She leapt up.,leapt,She,DYNAMIC
"""I did not expect you -- """,did,I,STATIVE
"""So early?""",,,CANNOT_DECIDE
""" -- on time.",--,,CANNOT_DECIDE
"It's unforgiveable,",'s,It,STATIVE
"but you're forgiven.""",forgiven,It,STATIVE
She nodded at thepackage.,nodded,She,DYNAMIC
"""What's that?""",'s,that,CANNOT_DECIDE
"""For your kindness in inviting a stranger into your home.""",kindness,your,CANNOT_DECIDE
"He held it out, andwith a delighted ""Oh!""",held,He,DYNAMIC
Tasha snatched it from him to rip away the paper.,snatched,Tasha,DYNAMIC
"I stopped writing,",stopped,I,DYNAMIC
and only the thought that I might miss the mindwipe kept mefrom another spree.,thought,I,DYNAMIC
"I went walking,",went,I,DYNAMIC
"but after N'apulco, Rio seems no fit abode for a creature of flesh.",seems,I,STATIVE
"I walked from this hotel to the old city, past the end of the slidewalks and softwalks to the hard, cracked pavement of City Park.",walked,I,DYNAMIC
But Undersiders left me alone.,left,Undersiders,DYNAMIC
Perhaps they recognized a fellow ghost.,recognized,they,DYNAMIC
"So I returned,",returned,I,DYNAMIC
"and slept,",slept,I,DYNAMIC
and now the mindwipe is thirteen hours away.,is,I,STATIVE
The side of Malaquez's parcel gave way to reveal a greenmunk,gave,side,DYNAMIC
caught in a sheenof solid air.,caught,greenmunk,STATIVE
Bits of leaf mold flew from under his feet,flew,Bits,DYNAMIC
as he ran to greet a friend or a bringer of food.,ran,he,DYNAMIC
Tasha oohed in awe.,oohed,Tasha,DYNAMIC
"I said,",said,I,DYNAMIC
"""Frodo's been visiting you, eh?""",visiting,Frodo,CANNOT_DECIDE
"Malaquez said, ""Your pet?""",said,Malaquez,DYNAMIC
"""Hardly.",Hardly,,CANNOT_DECIDE
He lives around here somewhere.,lives,He,STATIVE
I suppose,suppose,I,STATIVE
"he was attracted to thecommotion up the hill.""",attracted,he,STATIVE
"""Ah,"" Malaquez said.",said,Malaquez,DYNAMIC
"""Why 'Frodo'?""",Frodo,Why,CANNOT_DECIDE
"Tasha said, ""A little fellow with big, furry feet.",said,Tasha,DYNAMIC
"What else could he becalled?""",becalled,he,CANNOT_DECIDE
She handed the sculpture to me.,handed,She,DYNAMIC
I almost dropped it;,dropped,I,DYNAMIC
I expected it to weigh no more than a holo.,expected,I,STATIVE
"""Heavy,"" Isaid, as if he might not have known.",known,he,DYNAMIC
He laughed.,laughed,He,DYNAMIC
"""My last piece was of four old Undersiders",was,piece,STATIVE
crouched around a trashfire.,crouched,Undersiders,STATIVE
Be glad,Be,,CANNOT_DECIDE
"someone didn't toss that to you.""",toss,someone,DYNAMIC
He spoke of his art with the enthusiasm of a seven-year-old.,spoke,He,DYNAMIC
"""Um, I should wait to importune you, but...""",wait,I,STATIVE
He grinned shyly.,grinned,He,DYNAMIC
"""A confession, and then a request.",,,CANNOT_DECIDE
And then you must forgive me for being so forward.,forgive,you,DYNAMIC
It's not easy,'s,It,STATIVE
"for me to ask a favor.""",ask,me,CANNOT_DECIDE
"""Relax,""",Relax,,CANNOT_DECIDE
I said.,said,I,DYNAMIC
"""It's easy",'s,It,STATIVE
"for me to turn one down.""",turn,me,CANNOT_DECIDE
He glanced at me,glanced,He,DYNAMIC
and decided,decided,He,DYNAMIC
I was joking.,was,I,DYNAMIC
The surprising thing is that I was.,is,thing,STATIVE
"""Good.",,,CANNOT_DECIDE
"My last show -- """,My,,CANNOT_DECIDE
""" -- was glorious!""",was,,STATIVE
Tasha said.,said,Tasha,DYNAMIC
""" -- was kindly received,""",received,said,DYNAMIC
he said.,said,he,DYNAMIC
"""But an artist who would stay first among hisfellows can tell",tell,artist,DYNAMIC
"when he begins to fail.""",begins,he,DYNAMIC
"""Oh?""",,,CANNOT_DECIDE
I hoped,hoped,I,STATIVE
no one would bring up my last three plays.,bring,one,DYNAMIC
"""I must change my subject matter.",change,I,DYNAMIC
"No more urchins, dopers, vagrants, or whores.",,,CANNOT_DECIDE
"I want to do more traditional portraits.""",want,vagrants,STATIVE
"He spoke quickly,",spoke,He,DYNAMIC
prepared to be rejected.,rejected,,STATIVE
"""Would you permit me to do one of you?",permit,you,CANNOT_DECIDE
"I would pay -- """,pay,I,DYNAMIC
"""Never,"" I said.",said,I,DYNAMIC
"""Ah.""",,,CANNOT_DECIDE
He shrugged lightly.,shrugged,He,DYNAMIC
"""Nardo!""",Nardo,,CANNOT_DECIDE
Tasha said.,said,Tasha,DYNAMIC
"""It's an honor -- """,'s,It,STATIVE
"""Of course,"" I said.",said,I,DYNAMIC
"""That's why I cannot take payment.""",why,That,STATIVE
"""Oh?",Oh,,CANNOT_DECIDE
Oh!,Oh,,CANNOT_DECIDE
"Thank you!""",Thank,,CANNOT_DECIDE
Malaquez turned to Tasha.,turned,Malaquez,DYNAMIC
"""And you as well?",,,CANNOT_DECIDE
"Perhaps the twoof you together?""",together,you,CANNOT_DECIDE
"Her eyes became circles at the idea of being,",became,eyes,DYNAMIC
"as she undoubtedly thought it,",thought,she,STATIVE
immortalized by Emil Malaquez.,immortalized,it,CANNOT_DECIDE
"Catching herself,",,,DYNAMIC
she said,said,she,DYNAMIC
"casually, ""Oh..."" And then she smiled,",smiled,she,DYNAMIC
laughed loudly at herself in the way,laughed,she,DYNAMIC
that always made me think,made,way,DYNAMIC
"how much I loved her,",loved,I,STATIVE
"and said, ""My God, yes, yes, yes!""",said,she,DYNAMIC
"For a perfect moment, Emil and Tasha and I were one entity,",were,Tasha,STATIVE
laughing until our lungs hurt.,laughing,entity,DYNAMIC
This is torture.,is,This,STATIVE
I had not considered,considered,I,STATIVE
"that I might not write to learn,",write,I,DYNAMIC
but topunish myself.,topunish,I,CANNOT_DECIDE
Let me abuse the playwright,Let,,CANNOT_DECIDE
and dismiss the penultimate scene in a few sentences:,dismiss,me,CANNOT_DECIDE
"After giving Emil full rights to a sculpture of Tasha and me,",giving,we,DYNAMIC
"we had a good dinner of curried clam chowder, lobsters",had,we,DYNAMIC
boiled on Terra,boiled,chowder,CANNOT_DECIDE
"and unstopped still steaming on N'Apulco, and cinnamon custard for desert.",unstopped,chowder,DYNAMIC
Then we went out for a late swim.,went,we,DYNAMIC
"I had drunk too much,",drunk,I,DYNAMIC
"I confess,",confess,much,DYNAMIC
though we all had.,had,we,DYNAMIC
"Somehow, Tasha and I beganto argue the worth of Solevgrad jazz, as inconsequential a topic",argue,Tasha,DYNAMIC
as I can imagine.,imagine,I,DYNAMIC
"She had studied it in school,",studied,She,DYNAMIC
so she thought herself as an expert.,thought,she,STATIVE
I once had a neighbor,had,I,STATIVE
"who played it constantly, loudly, and badly,",played,neighbor,DYNAMIC
so I thought,thought,I,STATIVE
I knew it better.,knew,I,STATIVE
"Malaquez tried to mediate,",tried,Malaquez,DYNAMIC
but I saw him as siding with Tasha.,saw,Malaquez,DYNAMIC
"So, I think,",think,I,STATIVE
did she.,did,she,STATIVE
"The subject shifted from music to Tasha's obsession with fame, undoubtedly by a leap",shifted,subject,DYNAMIC
that I made.,made,I,DYNAMIC
She had no choice,had,She,STATIVE
but to follow.,follow,choice,CANNOT_DECIDE
"(I do not remember any of this well, just now,",remember,I,STATIVE
nor do I care to.,do,I,STATIVE
"Those who are truly curious may look at the last act of ""Captured Moments."")",look,Those,DYNAMIC
"I remember suggesting, with characteristic tact,",remember,I,STATIVE
that she add Emil to her small list of major accomplishments.,add,she,DYNAMIC
"Malaquez glanced away, embarrassed.",glanced,Malaquez,DYNAMIC
Tasha looked at me,looked,Tasha,DYNAMIC
"as if to say, ""I will.",say,Tasha,DYNAMIC
"""She said,",said,She,DYNAMIC
"""I feel sorry for you, Nardo.",feel,I,STATIVE
"I'll see Emil home.""",see,I,DYNAMIC
"""Yes,"" I said,",said,I,DYNAMIC
"""Do that,""",Do,Yes,CANNOT_DECIDE
and did not care,care,Yes,STATIVE
"what she did, or why.",did,care,DYNAMIC
"Emil asked,",asked,Emil,DYNAMIC
"""You're all right?""",'re,You,CANNOT_DECIDE
I muttered something,muttered,I,DYNAMIC
he must have interpreted asassent.,interpreted,he,DYNAMIC
They both walked up to Emil's home,walked,They,DYNAMIC
while I watched the scarlet moonlight ripple on distant waves.,watched,I,DYNAMIC
Disgusted with Tasha,Disgusted,,STATIVE
"but more disgusted with myself,",,,STATIVE
I finally realized,realized,I,DYNAMIC
she would not return that night,return,she,DYNAMIC
and went into The Sleeping Flamingo to drink myself to sleep.,went,she,DYNAMIC
She had not come home,come,She,DYNAMIC
when I woke in mid-morning.,woke,I,DYNAMIC
"I waited,",waited,I,DYNAMIC
"and drank a glass ofMorningAfter and three cups of coffee,",drank,I,DYNAMIC
and wondered,wondered,I,STATIVE
"whether our affair could survive the events of the night,",survive,affair,DYNAMIC
and whether I wanted it to.,wanted,affair,STATIVE
"Perhaps I should have invited Emil to stay,",invited,I,DYNAMIC
but even then I knew,knew,I,STATIVE
that sex was not the problem between Tasha and me.,was,sex,STATIVE
The problem was that I have trouble,was,problem,STATIVE
"distinguishing between compromise and capitulation, between symbols and substance.",distinguishing,trouble,CANNOT_DECIDE
"Shortly before noon, I climbed the sandy path to Dream's End,",climbed,I,DYNAMIC
"rehearsing my apology,",rehearsing,I,DYNAMIC
slowing only to pluck burrs from between my sandals and my feet.,slowing,,DYNAMIC
Malaquez answered the door in blood-red pajamas and a black silk robe.,answered,Malaquez,DYNAMIC
"Sixtyyears ago in a similar situation, I had broken my knuckles on someone's face.",broken,I,DYNAMIC
"I merely said,",said,I,DYNAMIC
"""Is Tasha here?""",Is,Tasha,CANNOT_DECIDE
"He pursed his lips slightly, then nodded.",pursed,He,DYNAMIC
"""Yes.""",,,CANNOT_DECIDE
"""May I see her?""",see,I,CANNOT_DECIDE
"When he hesitated,",hesitated,he,DYNAMIC
"I said,",said,I,DYNAMIC
"""Last night was my fault.",was,night,STATIVE
I hold itagainst neither of you.,hold,I,STATIVE
Please.,,,CANNOT_DECIDE
"Let me talk to her.""",Let,,CANNOT_DECIDE
"""I -- ""","""",I,CANNOT_DECIDE
"""Please.""",,,CANNOT_DECIDE
He looked me,looked,He,DYNAMIC
"and at last said, ""Very well.""",said,He,DYNAMIC
We walked through his house in silence.,walked,We,DYNAMIC
It was as attractive and as impersonalas,was,It,STATIVE
a decorator could arrange for tenants of unknown taste.,arrange,It,DYNAMIC
"A tall, narrow stopbox stood in the center of one room;",stood,stopbox,STATIVE
sand trickled forever downward,trickled,sand,DYNAMIC
while beads of water splashed across the sand's path.,splashed,beads,DYNAMIC
"If that was Malaquez's work,",was,that,STATIVE
it was a very minor effort.,was,it,STATIVE
"But then, I was in no mood to consider art.",was,I,STATIVE
I only wanted to despise the man,wanted,I,STATIVE
who had slept with my lover.,slept,man,DYNAMIC
That was easier than despising myself.,was,That,STATIVE
He paused before a bedroom door.,paused,He,DYNAMIC
"""I should go in first.",go,I,DYNAMIC
"To prepare her.""",prepare,,CANNOT_DECIDE
I smiled.,smiled,I,DYNAMIC
"""She handles surprise surprisingly well.""",handles,She,DYNAMIC
"""What would it hurt?""",hurt,it,CANNOT_DECIDE
"""True.",,,CANNOT_DECIDE
Go ahead.,Go,,CANNOT_DECIDE
"Tell her...""",Tell,,CANNOT_DECIDE
I shrugged.,shrugged,I,DYNAMIC
"""Tell her",Tell,,CANNOT_DECIDE
"I love her.""",love,Tell,STATIVE
"He studied me,",studied,He,DYNAMIC
"then said,",said,studied,DYNAMIC
"""I'm sorry",'m,I,STATIVE
"things happened this way, Bernardo.",happened,things,DYNAMIC
"Ididn't anticipate last night -- """,Idid,,DYNAMIC
"""I'm very good at making things happen this way.",'m,,STATIVE
"But if Tasha will forgive me -- """,forgive,Tasha,DYNAMIC
"He nodded, repeated,",,,DYNAMIC
"""I am sorry,"" then slipped into the next room.",slipped,forgive,DYNAMIC
"I waited inthe dark, carpeted hall.",waited,I,STATIVE
A warm breeze came from silent vents above me.,came,breeze,DYNAMIC
I heard no voices,heard,I,DYNAMIC
"until Malaquez said,",said,I,DYNAMIC
"""Enter.""",,,CANNOT_DECIDE
I blinked,blinked,I,DYNAMIC
when I opened the door.,opened,I,DYNAMIC
Sunlight filled Malaquez's bedroom.,filled,Sunlight,DYNAMIC
Tasha laysprawled nude on a rumpled bed.,laysprawled,Tasha,STATIVE
Her skin seemed as smooth and as polished as the bed's teak frame.,seemed,skin,STATIVE
"She was looking slightly to my left,",looking,She,DYNAMIC
smiling with trust and satisfaction like one sexually content.,smiling,She,DYNAMIC
"Malaquez stood near her,",stood,Malaquez,STATIVE
pointing something at my chest.,pointing,,DYNAMIC
"Though the morning sun shone fully on both of them, it shimmered around Tasha.",shimmered,it,DYNAMIC
The part of my mind that remembered four months in NorAm during the GreatCleaning sent me rolling across the floor.,sent,part,DYNAMIC
"Malaquez was not prepared for me to react so quickly, or perhaps",prepared,Malaquez,STATIVE
he waited too long for an expression,waited,Malaquez,STATIVE
"I would not have,",have,I,STATIVE
"a gesture I would not make, a poignant moment of repentence, wonder, despair, or love.",make,I,DYNAMIC
"Had he been faster,",been,he,STATIVE
he could have had rage.,had,he,STATIVE
I threw a chair at him.,threw,I,DYNAMIC
"As he fell,",fell,he,DYNAMIC
"I scrambled onto him,",scrambled,I,DYNAMIC
"my knees pinning his arms,",pinning,scrambled,DYNAMIC
my fingers probing his neck.,probing,fingers,DYNAMIC
"I shouted,",shouted,I,DYNAMIC
"""Where is she?",is,she,CANNOT_DECIDE
"Tell me,",Tell,,CANNOT_DECIDE
"or I'll kill -- """,kill,I,DYNAMIC
He began to cry.,began,He,DYNAMIC
"""She left.",left,She,DYNAMIC
"Earlier this morning -- """,,,CANNOT_DECIDE
Her clothes lay by the cube,lay,morning,STATIVE
enclosing the bed.,enclosing,clothes,STATIVE
I hit him with the back of myhand.,hit,I,DYNAMIC
"""Tell me, Malaquez.""",Tell,,CANNOT_DECIDE
"""She wanted to be famous.",wanted,She,STATIVE
She did!,did,She,STATIVE
"Now she will be.""",be,she,STATIVE
He seemed to expect me to understand.,seemed,He,STATIVE
"""Where!""",!,Where,CANNOT_DECIDE
"I demanded,",demanded,I,DYNAMIC
squeezing his throatuntil,squeezing,,DYNAMIC
he began jerking his head madly at the sculpture.,began,squeezing,DYNAMIC
I stared at the naked Tasha.,stared,I,DYNAMIC
Most of his story I have pieced together,pieced,I,DYNAMIC
"since, butI understood",understood,butI,STATIVE
enough as I knelt on his chest with my hands tight on his fleshy throat.,knelt,I,DYNAMIC
He had made his name with a home capturador.,made,He,DYNAMIC
He began with small animals,began,He,DYNAMIC
"and moved on to derelicts and Undersiders, people",moved,He,DYNAMIC
who would never be missed.,missed,people,STATIVE
"Now he had thought to use vacationers like Tasha and me,",thought,he,STATIVE
"and when someone came looking,",came,someone,DYNAMIC
he would say,say,he,DYNAMIC
we had gone island-hopping in our windboat.,gone,we,DYNAMIC
Our boat would disappear into the ocean to be found,disappear,boat,DYNAMIC
or not as the wind and tides chose.,chose,wind,DYNAMIC
His story would stand in either case.,stand,story,STATIVE
"I wanted him to tell me more,",wanted,I,STATIVE
"but he babbled,",babbled,I,DYNAMIC
"begging me to forgive him, tounderstand.",begging,,DYNAMIC
I did not listen.,listen,I,DYNAMIC
"I took the capturador, a matte black Tiempo Capturado, from his grip",took,I,DYNAMIC
"and studied it,",studied,I,DYNAMIC
not really thinking about it or Malaquez or Tasha.,thinking,I,STATIVE
I think,think,I,STATIVE
I was wondering,wondering,I,STATIVE
what it meant to say,meant,it,STATIVE
"that a thing was art,",was,accepted,STATIVE
so we accepted it as art.,accepted,art,DYNAMIC
Or perhaps I was thinking about the things,thinking,I,STATIVE
that humanity made,made,humanity,DYNAMIC
that would outlive our species.,outlive,that,DYNAMIC
But I was probably only looking at my reflection in the capturador's lens.,looking,I,DYNAMIC
Had,Had,,CANNOT_DECIDE
he said then,said,he,DYNAMIC
"that I should use it on myself,",use,I,DYNAMIC
I might have.,have,I,DYNAMIC
That moment passed.,passed,moment,DYNAMIC
I looked at Malaquez.,looked,I,DYNAMIC
His eyes opened wider,opened,eyes,DYNAMIC
while we watchedeach other.,watchedeach,we,DYNAMIC
His lips contorted as if they had lost their ability to shape sound.,contorted,lips,DYNAMIC
I turned to touch the cube,turned,I,DYNAMIC
that was Tasha's crypt.,was,cube,STATIVE
"She smiled in trust or pleasure or pride, an erotic Mona Lisa",smiled,She,DYNAMIC
"who would smile forever,",smile,Lisa,DYNAMIC
and I could never know why.,know,She,STATIVE
"The controls of the capturador were more complex than those of a kitchen model,",were,controls,STATIVE
but I recognized the unstop tab.,recognized,controls,DYNAMIC
I could free Tasha.,,,DYNAMIC
"If I did, one of three things would happen.",happen,things,DYNAMIC
Most likely: she would be meat --,be,likely,STATIVE
there is a reason,is,reason,STATIVE
why stopboxes are most often used in kitchens.,used,stopboxes,DYNAMIC
Less likely: she would live the rest of her days with a mind as free of worry as a slug's.,live,she,STATIVE
And the tiniest chance of all: she would blink,blink,she,DYNAMIC
"as if I had just materialized in Emil's bedroom,",materialized,I,DYNAMIC
and then she would laugh and tell me,laugh,she,DYNAMIC
that she was going to be immortal.,going,she,STATIVE
"As I put my hand on the impervious surface of Tasha's stopbox,",put,I,DYNAMIC
I heard Malaquezrun for the door.,heard,I,DYNAMIC
It is strange to know,is,It,STATIVE
that we can do acts of unrepayable kindness to those weshould hate.,do,we,DYNAMIC
"Know this, my future self:",Know,this,CANNOT_DECIDE
"Thanks to us, Emil Malaquez's name will live as long as his masterpiece, ""A Self-Portrait: Anguish,"" endures.",live,Know,STATIVE
And Tasha?,,,CANNOT_DECIDE
I could say,say,I,DYNAMIC
that I did not dare to take responsibility for her fate.,dare,I,STATIVE
I could say,say,fate.I,DYNAMIC
that I chose out of consideration for her desire for fame;,chose,I,DYNAMIC
some critics already say,say,critics,DYNAMIC
"""Waking With Tasha"" is Malaquez's finest work.",is,Waking,STATIVE
"If science finds a way to safely free the subjects of Emil's art,",finds,science,DYNAMIC
perhaps the I who reads this file will know,know,I,STATIVE
that my decision is wise.,is,decision,STATIVE
But I cannot stop thinking,stop,I,DYNAMIC
that I was never afraid of losing Tasha to brain damage or death.,was,I,STATIVE
"My fear is that she would live,",is,fear,STATIVE
and I would learn,learn,fear,DYNAMIC
that I had lost her,lost,I,DYNAMIC
long before Emil Malaquez translated her into a thing,translated,Malaquez,DYNAMIC
"that can be kept,",kept,thing,DYNAMIC
"admired,",admired,thing,CANNOT_DECIDE
and loved.,loved,thing,CANNOT_DECIDE
"For in my way, I have done the same thing.",done,I,DYNAMIC
I am ready for the mindwipe now.,am,I,STATIVE
