Clause,mainVerb,mainReferent,Gold
His use of the word tank to refer to a hollowed-out reservoir,refer,use,CANNOT_DECIDE
(Gibson dug a small tank and the water soon cleared),dug,Gibson,DYNAMIC
"antedates the OED , for instance.",antedates,use,STATIVE
"Since this linguistic-statistical study of an obsession might well prove to be an important contribution to psycholinguistics,",prove,study,DYNAMIC
"I decided to make a larger sample of watery words,",decided,I,DYNAMIC
"choosing the straightforward journals of Colonel Peter Egerton Warburton,",choosing,,DYNAMIC
who led an expedition across the western interior of Australia in 1873-4.,led,Warburton,DYNAMIC
In a randomly chosen sequence of ten pages (151-60 of the published journal),chosen,,CANNOT_DECIDE
there were twenty-eight occurrences of the word water,were,occurrences,STATIVE
"(eight of them in compounds), no page being without at least one example.",being,occurrences,STATIVE
"In addition, there was a rich collection of words",was,collection,STATIVE
"relating to water,",relating,words,STATIVE
not necessarily indicating its presence.,indicating,necessarily,STATIVE
"Hoping to find a lake is included,",included,Hoping,STATIVE
though of course it doesn't indicate the presence of water.,indicate,it,STATIVE
Even words which are usually of more general reference are brought into relation with water in a text like this.,brought,words,DYNAMIC
Gum-trees or rocks (in areas of sand) appear as signs of possible water.,appear,Gum-trees,DYNAMIC
"Apart from these words and lake , words and phrases directly associated with thoughts of water",associated,words,STATIVE
"and reinforcing the sense of obsession include pool, springs, drainage hole, clay hole, flood, channel, water-courses, water-hole, rock-hole, drink, drinkable, running water, stream , and native well .",include,phrases,STATIVE
The last two items merit comment.,merit,items,STATIVE
"Stream is often said not to be used in Australia except in metaphorical ways,",said,Stream,DYNAMIC
normally being replaced by creek .,replaced,ways,DYNAMIC
"Warburton's use: sandbanks intercept the stream,",intercept,use,DYNAMIC
which finally splits into narow water-courses,splits,stream,DYNAMIC
"and spreads itself over the plains,",spreads,stream,DYNAMIC
and so it ends,ends,sandbanks,DYNAMIC
as a creek suggests a somewhat more complex relation between the two words.,suggests,”,DYNAMIC
"British-born explorers did not set out to write Australian English, of course.",set,explorers,DYNAMIC
Gregory uses stream in the way normal in England;,uses,Gregory,DYNAMIC
"Giles consistently refers to gens in the hills of central Australia,",refers,Giles,DYNAMIC
though glen is not current (outside place-names) in contemporary Australian English.,is,glen,STATIVE
"The other name, native well is, as a later explorer",is,name,STATIVE
"David Carnegie, author of Spinifex and Sand (1898),",,,CANNOT_DECIDE
"points out, a misnomer.",points,Carnegie,DYNAMIC
He believes,believes,He,STATIVE
native wells are essentially rock-holes,are,wells,STATIVE
"(depressions in rock) buried in fairly shallow sand, which,",buried,rock-holes,STATIVE
"when hollowed out by the natives, appear to be wells.",appear,,DYNAMIC
This sort of misnomer leads Carnegie to suppose that to the uninitiated,leads,sort,DYNAMIC
no map is so misleading as that of West Australia,misleading,map,STATIVE
"where lakes are salt-bogs without surface water, springs seldom run,",are,lakes,STATIVE
"and native `wells' are merely tiny holes in the rock,",are,wells,STATIVE
yielding from 0 to 200 gallons.,,,DYNAMIC
Carnegie also describes namma-holes and soaks as sources of water.,describes,Carnegie,DYNAMIC
Soaks are shallow wells,are,Soaks,STATIVE
sunk near the base of an outcrop to tap an underground reservoir.,sunk,wells,STATIVE
"Namma-holes have been variously described; to Carnegie they are depressions on the surface of rocks, often with a rounded bottom,",described,Namma-holes,DYNAMIC
"where stones are often found,",found,stones,DYNAMIC
suggesting,suggesting,they,DYNAMIC
that the stones have something to do with the formation of the holes.,have,stones,STATIVE
"Some nostalgic early Australians deplored the loss in our speech of English country words, the glens and streams (alive, anyway, in the journals of explorers), coppices and brooks, woods, becks , and rivulets .",deplored,Australians,DYNAMIC
Perhaps these words did not really fit.,did,,STATIVE
We might have done better with Arabic-speaking settlers.,done,We,DYNAMIC
"Wadi , for instance, would describe an inland creek rather well.",describe,Wadi,DYNAMIC
"Be that as it may,",Be,,STATIVE
a later Australian visitor to English drizzle might feel nostalgic,feel,visitor,STATIVE
when thinking of the parched and thirsty but water-obsessed vocabulary,,,DYNAMIC
developed in the drier areas of our sunburnt land.,developed,thinking,DYNAMIC
Favorite Grammatical Game: Puzzling Pronouns,,,CANNOT_DECIDE
Here is a game,is,Pronouns,STATIVE
"just made to while away the hours on a commuter train with your favorite author, a perfect place to hunt for Puzzling Pronouns .",made,game,DYNAMIC
Fowler lists five instances,lists,Fowler,DYNAMIC
where a careless writer can go wrong.,go,writer,DYNAMIC
"There is really no excuse, Fowler says (not",is,excuse,STATIVE
he says!),says,he,DYNAMIC
", but here we give examples of his third case only,",give,we,DYNAMIC
where there should not be two parties justifying even a momentary doubt about which the pronoun represents.,be,“,STATIVE
And here the deluge of printed matter abounds with such specimens,abounds,deluge,STATIVE
that one would suppose them to be the rule rather than the exceptions.,suppose,specimens,STATIVE
It is a game,is,It,STATIVE
"that is like fishing in a barrel, but more stimulating mentally.",is,game,STATIVE
I am not picking on the following authors;,picking,I,DYNAMIC
it is just a random catch.,is,it,STATIVE
"In Thomas Hardy's The Hand of Ethelberta , it is suggested by Ethelberta",suggested,it,DYNAMIC
that she and some others go to see Milton's tomb in Cripplegate church.,go,she,DYNAMIC
"Her suitor, Neigh, who had proposed marriage in a previous chapter,",proposed,suitor,DYNAMIC
appears somewhat apprehensive at Ethelberta's suggestion.,appears,suitor,STATIVE
This apprehension is observed by a Mr. Belmaine,observed,,DYNAMIC
and mistaken by him for an indication,mistaken,,DYNAMIC
that Neigh has been dragged into going to the church against his will,dragged,Neigh,DYNAMIC
by his over-hasty wife.,,,CANNOT_DECIDE
One wonders,wonders,One,STATIVE
whether the marriage had secretly taken place between the consecutive chapters!,taken,marriage,DYNAMIC
"You see,",see,You,DYNAMIC
it is Belmaine's wife,is,it,STATIVE
who was doing the dragging.,doing,Belmaine,DYNAMIC
Somerset Maugham was a good and careful grammarian,was,Maugham,STATIVE
but now and then he slipped.,slipped,grammarian,DYNAMIC
"In The Letter , a solicitor, Mr. Joyce, is approached by a Mr. Crosbie:",approached,solicitor,DYNAMIC
"He spoke beautiful English,",spoke,He,STATIVE
"accenting each word with precision,",accenting,He,DYNAMIC
and Mr. Joyce had often wondered at the extent of his vocabulary....,wondered,He,STATIVE
"Sometimes I wonder about the extent of my own vocabulary, too, but really,",wonder,I,STATIVE
not when I'm interviewing a client.,interviewing,Joyce,DYNAMIC
"From The Once and Future King , by T. H. White:",,,CANNOT_DECIDE
Naturally it was Lancelot,was,it,STATIVE
who rescued her.,rescued,Lancelot,DYNAMIC
"Sir Boss had managed to find him at the abbey,",managed,Boss,DYNAMIC
"during his two days' absence, and now he came back in the nick of time to fight Sir Mador for the queen.",came,Boss,DYNAMIC
"Nobody who knew him would have expected him to do anything else,",knew,Nobody,STATIVE
"whether he had been sent away in disgrace or notbut,",sent,he,DYNAMIC
as it was thought,thought,it,STATIVE
"he had left the country,",left,he,DYNAMIC
his return did have a dramatic quality.,have,Nobody,STATIVE
Not to say a quality of confusionpronoun-cedly so.,say,,CANNOT_DECIDE
"From Oh What a Paradise it Seems , by John Cheever:",Oh,Sears,STATIVE
"The size of Chisholm's teeth, the thickness of his glasses, his stoop and the spring with which he walked all marked him,",walked,he,DYNAMIC
"Sears thought, as a single-minded reformer.",thought,Sears,STATIVE
"His marriage, Sears guessed,",guessed,Sears,STATIVE
would have been unsuccessful,been,marriage,STATIVE
and his children would have difficulty,have,marriage,STATIVE
finding themselves.,finding,difficulty,DYNAMIC
No wonder ,—,wonder,CANNOT_DECIDE
we've lost them already.,lost,we,DYNAMIC
Mark Twain poses us a little mystery in Pudd'nhead Wilson:,poses,Twain,DYNAMIC
which knife does the killing?,does,Wilson,CANNOT_DECIDE
Quiet now.,Quiet,,CANNOT_DECIDE
"Lights, action:",,,CANNOT_DECIDE
"I was asleep,",was,I,STATIVE
"but Luigi was awake,",was,Luigi,STATIVE
and he thought,thought,I,STATIVE
he detected a vague form,detected,he,DYNAMIC
nearing the bed.,nearing,form,DYNAMIC
He slipped the knife out of the sheath,slipped,He,DYNAMIC
"and was ready,",was,He,STATIVE
"and unembarrassed by hampering bedclothes,",unembarrassed,He,STATIVE
for the weather was hot,was,weather,STATIVE
and we hadn't any.,had,,STATIVE
"Suddenly that native rose at the bedside,",rose,native,DYNAMIC
and bent over me with his right hand lifted,lifted,hand,DYNAMIC
and a dirk in it aimed at my throat;,aimed,dirk,DYNAMIC
"but Luigi grabbed his wrist,",grabbed,native,DYNAMIC
"pulled him downward,",pulled,Luigi,DYNAMIC
and drove his own knife into the man's neck.,drove,Luigi,DYNAMIC
That is the whole story.,is,That,STATIVE
"Well, was it Luigi's knife or the native's?",was,Well,CANNOT_DECIDE
"If we had only that scene to go by we would never really know, and all because of a Puzzling Pronoun or two!",know,had,STATIVE
"Oh, it can lead one to a rhymed couplet:",lead,it,DYNAMIC
"He loves his brother and his wife,",loves,He,STATIVE
Does he live a double life?,Does,He,CANNOT_DECIDE
Give me my grammatical games any day to a crossword puzzle.,Give,,CANNOT_DECIDE
The Joys and Oys of Yiddish,,,CANNOT_DECIDE
"Rabbi Robert Schenkerman Temple Beth Jacob When Isaac Bashevis Singer was awarded the Nobel Prize for Literature in 1978,",awarded,Singer,DYNAMIC
he remarked in his acceptance speech:,remarked,Joys,DYNAMIC
"The high honor bestowed upon me is also a recognition of the Yiddish languagea language of exile, without a land, without frontiers, not supported by any government, a language",is,honor,STATIVE
"which possesses no words for weapons, ammunition, military exercises, war tactics.",possesses,language,STATIVE
"There is a quiet humor in Yiddish and a gratitude for every day of life, every crumb of success, each encounter of love.",is,humor,STATIVE
"In a figurative way, Yiddish is the wise and humble language of us all, the idiom of a frightened and hopeful humanity.",is,Yiddish,STATIVE
The word Yiddish derives from the German judisch `Jewish.',derives,Yiddish,STATIVE
"The principal parent of Yiddish is High German,",is,parent,STATIVE
the form of German encountered by Jewish settlers from northern France in the eleventh century.,encountered,form,DYNAMIC
Yiddish is written in the characters of the Hebrew alphabet and from right to left,written,Yiddish,DYNAMIC
"and enjoys borrowing words from Russian, Polish, English, and all the other languages and countries along the routes",enjoys,Yiddish,STATIVE
that Jews have traveled during the past thousand years.,traveled,Jews,DYNAMIC
"Journalist Charles Rappaport once quipped,",quipped,”,DYNAMIC
I speak ten languagesall of them Yiddish.,speak,I,STATIVE
"Although Yiddish has been in danger of dying out for hundreds of years,",been,Yiddish,STATIVE
"the language is spoken today by millions of people throughout the worldRussia, Poland, Rumania, France, England, Israel, Africa, Latin America, New Zealand, Australia, Canada, and the United States,",spoken,language,DYNAMIC
"where, like the bagel, it was leavened on both coasts, in New York and Hollywood.",leavened,it,DYNAMIC
It is spoken even in Transylvania:,spoken,It,DYNAMIC
A beautiful girl awakens,awakens,girl,DYNAMIC
in bed to find a vampire at her side.,find,girl,CANNOT_DECIDE
Quickly she holds up a cross.,holds,Quickly,DYNAMIC
"Zie gernisht helfen, smiles the vampire.",smiles,”,DYNAMIC
Translation: It won't do you any good.,do,It,DYNAMIC
Most of us already speak a fair amount of Yiddish,speak,Most,STATIVE
(Yinglish) without fully realizing it.,realizing,Most,DYNAMIC
Webster's Third New International Dictionary lists about 500 Yiddish words,lists,Dictionary,STATIVE
"that have become part of our everyday conversations, including:",become,words,DYNAMIC
"cockamamy (or cockamamie) `mixed-up, ridiculous.'",,,CANNOT_DECIDE
"fin slang for `five-dollar bill,' from finf, the Yiddish word for `five.'",slang,fin,CANNOT_DECIDE
"gun moll a double clipping of gonif's Molly, Yiddish for `thief's girl.'",moll,gun,CANNOT_DECIDE
"kibitzer `one who comments, often in the form of unwanted advice, during a game, often cards.'",kibitzer,,DYNAMIC
mavin `expert.',expert,mavin,CANNOT_DECIDE
mazuma `money.',mazuma,,CANNOT_DECIDE
mish-mosh `mess.',mess,mish-mosh,CANNOT_DECIDE
schlep to `drag or haul.',schlep,,CANNOT_DECIDE
"schlock `shoddy, cheaply produced merchandise.'",produced,cheaply,CANNOT_DECIDE
"schmeer the `entire deal,' the `whole package.'",schmeer,,CANNOT_DECIDE
schnoz slang for `nose.',schnoz,,CANNOT_DECIDE
"yenta `blabbermouth, gossip; woman of low origins.'",,,CANNOT_DECIDE
"... and so on through the whole megillah : `long, involved story.'",involved,,CANNOT_DECIDE
A number of poignant Yiddish words defy genuine translation into English:,defy,number,DYNAMIC
"chutzpa `nerve; unmitigated gall;' a quality we admire within ourselves, but never in others.",admire,we,STATIVE
"In his delightful study, The Joys of Yiddish (McGraw-Hill 1968), Leo Rosten offers two classic definitions.",offers,Rosten,DYNAMIC
"Chutzpa is that quality enshrined in a man,",is,Chutzpa,STATIVE
"who, having killed his mother and father, throws himself on the mercy of the court",throws,quality,DYNAMIC
because he is an orphan.,is,he,STATIVE
A chutzpanik may be defined as the man,defined,chutzpanik,DYNAMIC
who shouts `Help!,shouts,man,DYNAMIC
Help!',Help,,CANNOT_DECIDE
while beating you up.,beating,”,DYNAMIC
mensch a `real authentic human beinga person.',mensch,,CANNOT_DECIDE
naches the `glow of pleasure-plus-pride,naches,”,CANNOT_DECIDE
that only a child can give to its parents':,give,glow,DYNAMIC
"This is my son, the Doctor!",“,give,STATIVE
"oy not so much a word as an entire vocabulary, as Rosten observes:",oy,,DYNAMIC
"can express any emotion, from trivial delight to the blackest woe.",express,”,DYNAMIC
"oy vay; oy vay in mir literally, Oh, pain, but, in its long or short form, can be used for anything from condolence to lament:",vay,oy,DYNAMIC
"On August 6, 1945, the world's first nuclear weapon was dropped on Hiroshima, Japan.",dropped,weapon,DYNAMIC
Two hundred and eighty-two thousand human beings died,died,beings,DYNAMIC
"and tens of thousands more were left burned, maimed, and homeless.",left,beings,DYNAMIC
"[Albert] Einstein, whose letter to Roosevelt had initiated the American effort",initiated,letter,DYNAMIC
that resulted in the atom bomb,resulted,effort,DYNAMIC
"and whose special theory of relativity formed its theoretical basis,",formed,letter,DYNAMIC
heard the news on the radio.,heard,Einstein,DYNAMIC
For a long time he could only find two Yiddish words,find,he,DYNAMIC
traditionally used by Jews in such circumstances: Oi vey.,used,words,DYNAMIC
"The Little, Brown Book of Anecdotes",—,,CANNOT_DECIDE
"tsuris the gamut of painful emotionssome real, some imagined, some self-inflicted.",tsuris,—,CANNOT_DECIDE
Yiddish is especially versatile in describing those poor souls,is,Yiddish,STATIVE
"who inhabit the world of the ineffectual,",inhabit,souls,STATIVE
"and each is assigned a distinct place in the gallery of pathetic types: schmo, schmendrik, schnook, schmegegge, schlep, schlub, schmuck, putz, klutz, kvetch , and nudnik .",assigned,Yiddish,STATIVE
Yiddish easily coins new names for new personalities: a nudnik is a `pest';,coins,Yiddish,DYNAMIC
a phudnik is a `nudnik with a Ph.D.' The rich nuances,is,phudnik,STATIVE
that suffuse,suffuse,nudnik,STATIVE
this roll call are seen in the timeless distinction between a schlemiel `clumsy jerk' and a schlimazel `habitual loser': the schlemiel inevitably trips,seen,call,DYNAMIC
and spills his hot soupall over the schlimazel.,spills,schlemiel,DYNAMIC
(And the nebbish is the one,is,nebbish,STATIVE
who has to clean it up.),has,one,DYNAMIC
"The Yiddish language, through its color, its target-accurate expressions, its raw idioms, and its sayings exudes a refreshing magic and laughter, mixed with sober thought,",exudes,language,STATIVE
that has been handed down from generation to generation and from nation to nation.,handed,thought,DYNAMIC
"Yiddish never apologizes for what it isthe earthy, wise soul of an expressive people",apologizes,Yiddish,DYNAMIC
learning,learning,people,DYNAMIC
"that life is but a mingled yarn, good and ill together.",is,life,STATIVE
"Which reminds us of the zaftig `buxom, well-rounded' blonde who wore an enormous diamond to a charity ball.",reminds,Which,STATIVE
"It happens to be the third most famous diamond in the whole world,",happens,It,STATIVE
 she boasted.,boasted,she,DYNAMIC
"The first is the Hope diamond,",“,one,STATIVE
"then comes the Kohinoor,",comes,diamond,DYNAMIC
"and then comes this one,",comes,diamond,DYNAMIC
which is called the Lipschitz.,called,one,STATIVE
What a stone!,“,,CANNOT_DECIDE
How lucky you are!,are,”,STATIVE
"Wait, wait, said the lady.",said,lady,DYNAMIC
Nothing in life is all mazel [`good luck'].,is,Nothing,STATIVE
"Unfortunately, with this famous Lipschitz diamond comes also the famous Lipschitz curse.",”,,DYNAMIC
The other women gasped,gasped,women,DYNAMIC
"and asked, And what is the famous Lipschitz curse?",asked,women,DYNAMIC
"Lipschitz, sighed the lady.",sighed,”,DYNAMIC
"The Women's History of the Word Those who are not familiar with feminist writings may find it useful and interesting to consider a book,",find,History,DYNAMIC
"recently published in Britain,",published,book,DYNAMIC
that is typical of the harsher brand of such works.,is,book,STATIVE
The work in question offers nothing,offers,work,STATIVE
"regarding language,",regarding,,STATIVE
so its review here is ancillary to the main function of VERBATIM.,is,review,STATIVE
"The feminist movement is very much alive in Britain,",is,movement,STATIVE
and the Greenham Common Women are probably largely responsible for much of the national sentiment against the Cruise missiles,are,”,STATIVE
installed at an American base near that village.,installed,missiles,DYNAMIC
"In Britain, as elsewhere, most books by feminist writers are reviewed by women, usually feminists.",reviewed,books,DYNAMIC
"Men are seldom assigned to review them,",assigned,Men,DYNAMIC
possibly because the editor fears,fears,editor,STATIVE
that they will be either ignorant of,be,they,STATIVE
or unsympathetic to the issues,,,CANNOT_DECIDE
"raised,",raised,issues,DYNAMIC
"if not biased against them,",biased,issues,STATIVE
or because the editor is a woman.,is,editor,STATIVE
Because writing an unfavorable review of a (bad),writing,,CANNOT_DECIDE
"feminist book would be tantamount to treachery, such books are often unjustifiably praised,",praised,books,STATIVE
"as was the case with this work by Rosalind Miles,",was,,STATIVE
which was well received on its publication in June.,received,Miles,DYNAMIC
"According to the blurb on the dust jacket of this distinctly unpleasant book, Rosalind Miles is head of the Centre for Women's Studies at Coventry Polytechnic, a lecturer, broadcaster, journalist, and author of several other books,",is,Miles,STATIVE
including a highly acclaimed biography of Ben Jonson.,including,,STATIVE
One might like to believe,like,One,STATIVE
"that this gives her the cachet of authoritative scholarship,",gives,this,DYNAMIC
but the text does not bear out the promise.,bear,One,DYNAMIC
"For the most part, the book consists of a rewriting of history, from the dawn of time, with the purpose of demonstrating two main themes:",consists,book,STATIVE
"the fact that women were responsible for all the important contributions to the advancement of civilization (as the development of agriculture, for instance),",”,book,STATIVE
often despite the arrogance and stupidity of men; and the fact,”,book,CANNOT_DECIDE
that women have long been subjected to domination by men.,subjected,women,DYNAMIC
Miles suggests,suggests,Miles,DYNAMIC
that such domination is a recent phenomenononly,is,domination,STATIVE
a couple of thousand years oldfor,,,CANNOT_DECIDE
"she points to the clear superiority of women in (primitive) religions and matriarchies, right on through to the Egyptian dynastic rulers.",points,she,DYNAMIC
"At one point, she gets so carried away with her thesis",carried,she,DYNAMIC
that she suggests,suggests,she,DYNAMIC
"that females were responsible not only for all of human evolutionary biology but for the very notion of counting (in order to keep track of menstruation) and, probably by the same token, astronomy.",were,females,STATIVE
"She quotes (and, presumably, accepts) another source",,,DYNAMIC
which holds that woman,holds,source,STATIVE
first awakened in humankind the capacity to recognize abstracts.,awakened,woman,DYNAMIC
"If you believe that balderdash,",believe,you,STATIVE
you'll believe anything.,believe,you,STATIVE
"In the good old days, we were taught",taught,we,DYNAMIC
that the pyramids were built by tens of thousands of slaves.,built,pyramids,DYNAMIC
Recent speculation has it,has,speculation,STATIVE
that they were not slaves butwhat,were,they,STATIVE
would one call them?,call,slaves,CANNOT_DECIDE
 ordinary laborers.,,,CANNOT_DECIDE
"Here comes Miles,",comes,bound,DYNAMIC
"authoritatively quoting Diodorus, the Greek historian,",quoting,Miles,DYNAMIC
who recorded (60-30BC) that innocent women even swelled the ranks of pitiful slaves,recorded,Diodorus,DYNAMIC
whose forced labour built the pyramids:,built,labour,DYNAMIC
"... bound in fetters,",bound,,STATIVE
they work continually,work,they,DYNAMIC
without being allowed any rest by night or day.,allowed,they,STATIVE
"They have not a rag to cover their nakedness,",have,They,STATIVE
"and neither the weakness of age nor women's infirmities are any plea to excuse them,",are,infirmities,STATIVE
but they are driven by blows,driven,plea,DYNAMIC
until they drop dead.,drop,they,DYNAMIC
[p.49],,,CANNOT_DECIDE
As the pyramids were already about 2500 years old,were,pyramids,STATIVE
"when Diodorus wrote his World History , one is given to wonder",given,one,DYNAMIC
what his authority might have been for such a vivid description.,been,authority,STATIVE
It is even less comprehensible,is,It,STATIVE
how a modern researcher could accept it,accept,researcher,DYNAMIC
and have the effrontery to promulgate it.,have,researcher,STATIVE
"Miles's book is riddled with many similar distortions, convenient omissions, and generalizations:",is,,STATIVE
... Women have always commanded over half the sum total of human intelligence and creativity.,commanded,Women,DYNAMIC
"From the poet Sappho, who in the sixth century BC was the first to use the lyric to write subjectively",was,use,STATIVE
"and explore the range of female experience, to the Chinese polymath Pan Chao",explore,,CANNOT_DECIDE
"(Ban Zhao),",,,CANNOT_DECIDE
"who flourished around AD 100 as historian, poet, astronomer, mathematician and educationalist, the range is startling.",is,range,DYNAMIC
"In every field, women too numerous to list were involved in developing knowledge",involved,women,STATIVE
and contributing to the welfare of their societies,contributing,women,DYNAMIC
as they did so:,did,they,DYNAMIC
the Roman Fabiola established a hospital,established,Fabiola,DYNAMIC
"where she worked both as nurse and doctor,",worked,she,DYNAMIC
becoming the first known woman surgeon,becoming,Fabiola,DYNAMIC
before she died in AD 399.,died,surgeon,DYNAMIC
[p.52],,,CANNOT_DECIDE
"Earlier, on page 49, we learnt about Agnodice,",learnt,we,DYNAMIC
"who lived to become the world's first known woman gynaecologist,",,,STATIVE
 in the fourth century BC.,”,gynaecologist,CANNOT_DECIDE
"Clearly, this rosily checkered past was soon to be replaced, chiefly,",was,past,DYNAMIC
"it seems,",seems,it,STATIVE
as Judeo-Christian-Islamic-Confucian-Buddhist cultures flourished.,flourished,cultures,DYNAMIC
"It was not too bad early on, when,",was,on,STATIVE
"according to Miles, the seven Maccabean martyrs",according,,STATIVE
who saved,saved,“,DYNAMIC
Judaism did so only at the instigation of their mother.,did,martyrs,DYNAMIC
Miles continues:,continues,Miles,DYNAMIC
"In early Christianity likewise, women found not merely a role, but an instrument of resistance to male domination;",found,women,DYNAMIC
in choosing to be a bride of Christ they inevitably cocked a snook at lesser male fry.,cocked,they,DYNAMIC
"Thousands of young women helped to build the church of God with their body, blood and bones",helped,Thousands,DYNAMIC
"when frenzied fathers, husbands or fiancs preferred to see them die by fire, sword or the fangs of wild beasts",preferred,husbands,STATIVE
rather than live to flout [sic] the duty and destiny of womanhood.,live,Thousands,CANNOT_DECIDE
[p.63],p.,[,CANNOT_DECIDE
But the situation soon deteriorated:,deteriorated,[,DYNAMIC
"Even St. Paul, later the unregenerate prophet of female inferiority, was forced to acknowledge the help",forced,p.,DYNAMIC
"he received from Lydia, the seller of purple dyes in Philippi.",received,he,DYNAMIC
[ibid.],,,CANNOT_DECIDE
This rewriting of history is punctuated by an array of four-letter invectives,punctuated,This,DYNAMIC
applied to males,applied,array,DYNAMIC
"and by adjectives like brilliant, unusual, inspiring , and so forth to women.",,,CANNOT_DECIDE
Citing a Judaic law-book of the 16th century,Citing,has,DYNAMIC
which identified a woman for the days,identified,century,DYNAMIC
"preceding, during,",preceding,days,CANNOT_DECIDE
"and following her period as niddah `impure,'",following,has,STATIVE
Miles has the lack of taste to write the following:.,has,following,STATIVE
"As a final stroke, in a grim foreshadowing of what the future held in store for the Jews, the niddah had to wear special clothing as a badge of her separate and despised status.",had,niddah,STATIVE
[p.83],],p.,CANNOT_DECIDE
"Here and there in this morass of misunderstanding, Miles treads on solid ground",treads,Miles,DYNAMIC
if one can agree with the eminent anthropologist Joseph Campbell.,agree,one,STATIVE
"Campbell, known for his extensive analyses of the world's mythologies, religions, and cultures,",known,Campbell,STATIVE
noted the marked bias against women,noted,Campbell,DYNAMIC
"emerging from Judaic concepts,",emerging,women,DYNAMIC
later reinforced by Christian and Islamic doctrine.,reinforced,bias,DYNAMIC
"Most of the religions of the world connected woman with mother earth, fertility, and all the other progenetic and nurturing associations,",connected,Most,STATIVE
and this was borne out in the cultures of the people.,borne,Most,DYNAMIC
"According to Campbell,",According,,STATIVE
"the only godlike female figure in the Bible is the Virgin Mary,",is,figure,STATIVE
"and she appears,",appears,Mary,DYNAMIC
"identified as virgin, only in the Gospel according to Luke.",identified,appears,STATIVE
"As Luke was a Greek, Campbell suggested",suggested,Campbell,DYNAMIC
that Mary was a carryover from the paganism of the ancient Greek pantheon.,was,Mary,STATIVE
"Although this might help explain the Judeo-Christian-Muslim tendencies to subjugate women,",help,this,DYNAMIC
"treating them essentially as chattel,",treating,,DYNAMIC
it does not account for a similar treatment,account,it,STATIVE
"accorded them in other cultures, notably that of Japan.",accorded,treatment,DYNAMIC
It is not entirely clear,is,It,STATIVE
"whether Campbell was commenting on Hinduism, Buddhism, etc.",commenting,Campbell,DYNAMIC
"as they once existed, conceptually,",existed,they,STATIVE
for it is unlikely,is,it,STATIVE
that he could have ignored the treatment of women in the modern reflexes of the cultures,ignored,he,DYNAMIC
adhering to those religous precepts.,adhering,cultures,STATIVE
Campbell held,held,Campbell,STATIVE
that the ancient mythologies and religions are allegorical,are,religions,STATIVE
"and that there was no real distinction between gods and goddesses,",was,mythologies,STATIVE
who were given sexual identity,given,gods,DYNAMIC
when in human form only to make them more meaningful.,make,identity,CANNOT_DECIDE
"With all respect, that seems a highly debatable issue and one far too complex for this discussion,",seems,that,STATIVE
though we can certainly trace a diminution in the role of female divinities,trace,we,DYNAMIC
(or divinity) when we come to examine Judaism and its congeners and progeny.,come,we,DYNAMIC
"Other debatable aspects are the questions of whether the debasement of women is a reflection of the theology or the ritual,",are,aspects,STATIVE
"whether the scripture of any religion should be understood allegorically or literally, and so forth.",understood,reflection,STATIVE
"If there is something wrong,",is,something,STATIVE
"it behooves us to get at the roots of the problem,",behooves,it,STATIVE
"not to flail about wildly,",flail,get,CANNOT_DECIDE
for only after the source of a disease has been identified can one properly investigate its cure.,investigate,identified,DYNAMIC
History according to Rosalind Miles blasts away at the symptoms in a misconceived notion,History,“,DYNAMIC
that alleviating them will effect a cure of the disease.,alleviating,notion,DYNAMIC
"In this jeremiad, males are viewed as the enemy,",viewed,males,STATIVE
"and are so characterized throughout the book,",characterized,males,DYNAMIC
which concludes with exhortations to engage the foe and a strident call to arms (though not men's).,concludes,book,DYNAMIC
Laurence Urdang,,,CANNOT_DECIDE
Archaeology & Language,,,CANNOT_DECIDE
[A VERBATIM Book Club Selection.],,,CANNOT_DECIDE
Just when you thought,thought,you,STATIVE
it was safe to assume,was,it,STATIVE
that we now know,know,we,STATIVE
"all we are ever likely to know about the past,",are,we,STATIVE
someone digs another hole and unearths,digs,someone,DYNAMIC
"(literally or figuratively) some ancient artifact: one day it is a fragile scroll,",is,it,STATIVE
"found in a cave near the Dead Sea,",found,scroll,DYNAMIC
that turns out to be pre-Biblical,turns,day,DYNAMIC
; the next day it is an entire terracotta army of Chinese soldiers:,is,it,STATIVE
"the next it is a skull,",is,it,STATIVE
"excavated from the Olduvai Gorge,",excavated,,DYNAMIC
that compels anthropologists,compels,artifact,DYNAMIC
(once again) to revise their guesses about the earliest stages of Homo sapiens sapiens vs hominids.,revise,artifact,CANNOT_DECIDE
Most of the relies from the past,,,CANNOT_DECIDE
"are gone forever,",gone,Most,STATIVE
"destroyed by the plows of countless generations of farmers,",destroyed,gone,DYNAMIC
"reduced to rubble by erosion, by conquerors, by prehistoric (and modern) urban developers, by fire and flood, and just by time.",reduced,gone,DYNAMIC
"Many, we may hope,",hope,we,STATIVE
have not yet been found.,found,Many,DYNAMIC
"The interest in man's forebears did not become fashionable upon the publication, a few years ago, of Roots :",become,interest,STATIVE
"on a far larger scale, we have been trying to discover all we can about the origins not of men but of man.",trying,we,DYNAMIC
"Strange to say, however,",say,,CANNOT_DECIDE
that interest does not seem to be more than a few hundred years old,seem,interest,STATIVE
": if the ancient Greeks and Romans, the Indians, the Chinese and other peoples were curious about their own prehistory,",curious,peoples,STATIVE
I have not heard of it.,heard,I,DYNAMIC
Perhaps the fascination with man's past grew out of the obsession with ruins,grew,fascination,DYNAMIC
